0.000000000000000e+00 0.000000000000000e+00
8.422134251064668e-05 4.092059146712757e-02
1.685266963355185e-04 8.184624432243481e-02
2.529161872400557e-04 1.227769592421595e-01
3.373899412408532e-04 1.637127369022267e-01
4.219480846062868e-04 2.046535779780356e-01
5.065907438571431e-04 2.455994831447583e-01
5.913180457672503e-04 2.865504530768561e-01
6.761301173641110e-04 3.275064884487051e-01
7.610270859295372e-04 3.684675899338998e-01
8.460090790002867e-04 4.094337582058074e-01
9.310762243687022e-04 4.504049939373260e-01
1.016228650083352e-03 4.913812978009844e-01
1.101466484449671e-03 5.323626704686433e-01
1.186789856030608e-03 5.733491126120214e-01
1.272198893647268e-03 6.143406249022689e-01
1.357693726379566e-03 6.553372080099393e-01
1.443274483566871e-03 6.963388626054439e-01
1.528941294808663e-03 7.373455893583980e-01
1.614694289965185e-03 7.783573889383888e-01
1.700533599158100e-03 8.193742620141506e-01
1.786459352771149e-03 8.603962092541906e-01
1.872471681450811e-03 9.014232313265893e-01
1.958570716106964e-03 9.424553288987454e-01
2.044756587913552e-03 9.834925026379153e-01
2.131029428309249e-03 1.024534753210702e+00
2.217389368998126e-03 1.065582081283196e+00
2.303836541950326e-03 1.106634487521205e+00
2.390371079402730e-03 1.147691972589968e+00
2.476993113859636e-03 1.188754537154225e+00
2.563702778093433e-03 1.229822181878390e+00
2.650500205145281e-03 1.270894907426225e+00
2.737385528325788e-03 1.311972714461191e+00
2.824358881215698e-03 1.353055603646169e+00
2.911420397666572e-03 1.394143575643582e+00
2.998570211801473e-03 1.435236631115458e+00
3.085808458015658e-03 1.476334770723213e+00
3.173135270977268e-03 1.517437995127906e+00
3.260550785628022e-03 1.558546304990074e+00
3.348055137183909e-03 1.599659700969781e+00
3.435648461135887e-03 1.640778183726525e+00
3.523330893250584e-03 1.681901753919419e+00
3.611102569570995e-03 1.723030412207123e+00
3.698963626417190e-03 1.764164159247585e+00
3.786914200387020e-03 1.805302995698568e+00
3.874954428356817e-03 1.846446922217083e+00
3.963084447482118e-03 1.887595939459814e+00
4.051304395198363e-03 1.928750048082932e+00
4.139614409221617e-03 1.969909248741942e+00
4.228014627549287e-03 2.011073542092007e+00
4.316505188460839e-03 2.052242928787763e+00
4.405086230518517e-03 2.093417409483379e+00
4.493757892568070e-03 2.134596984832427e+00
4.582520313739475e-03 2.175781655487995e+00
4.671373633447665e-03 2.216971422102702e+00
4.760317991393263e-03 2.258166285328642e+00
4.849353527563304e-03 2.299366245817339e+00
4.938480382231982e-03 2.340571304219850e+00
5.027698695961375e-03 2.381781461186748e+00
5.117008609602196e-03 2.422996717368108e+00
5.206410264294522e-03 2.464217073413280e+00
5.295903801468547e-03 2.505442529971347e+00
5.385489362845321e-03 2.546673087690721e+00
5.475167090437503e-03 2.587908747219331e+00
5.564937126550110e-03 2.629149509204538e+00
5.654799613781267e-03 2.670395374293207e+00
5.744754695022967e-03 2.711646343131704e+00
5.834802513461822e-03 2.752902416365828e+00
5.924943212579832e-03 2.794163594640764e+00
6.015176936155134e-03 2.835429878601232e+00
6.105503828262781e-03 2.876701268891438e+00
6.195924033275497e-03 2.917977766155076e+00
6.286437695864455e-03 2.959259371035117e+00
6.377044961000041e-03 3.000546084174218e+00
6.467745973952632e-03 3.041837906214269e+00
