0.0000000000e+00  0.0000000000e+00
1.1987828717e-04 -4.7316445559e-02
2.3981596413e-04  8.8452524887e-03
3.5981307502e-04  5.5987734501e-02
4.7986966404e-04  1.0018677893e-01
5.9998577540e-04  1.4272690701e-01
7.2016145340e-04  1.8428053589e-01
8.4039674235e-04  2.2522870639e-01
9.6069168662e-04  2.6579069012e-01
1.0810463306e-03  3.0609886049e-01
1.2014607188e-03  3.4623655735e-01
1.3219348956e-03  3.8625802394e-01
1.4424689057e-03  4.2619946918e-01
1.5630627935e-03  4.6608550707e-01
1.6837166038e-03  5.0593306405e-01
1.8044303812e-03  5.4575383654e-01
1.9252041704e-03  5.8555588492e-01
2.0460380162e-03  6.2534469545e-01
2.1669319634e-03  6.6512390453e-01
2.2878860568e-03  7.0489580274e-01
2.4089003414e-03  7.4466169211e-01
2.5299748620e-03  7.8442214339e-01
2.6511096637e-03  8.2417718384e-01
2.7723047915e-03  8.6392643618e-01
2.8935602905e-03  9.0366922244e-01
3.0148762058e-03  9.4340464229e-01
3.1362525825e-03  9.8313163276e-01
3.2576894659e-03  1.0228490140e+00
3.3791869012e-03  1.0625555246e+00
3.5007449337e-03  1.1022498488e+00
3.6223636088e-03  1.1419306382e+00
3.7440429719e-03  1.1815965281e+00
3.8657830684e-03  1.2212461504e+00
3.9875839437e-03  1.2608781444e+00
4.1094456435e-03  1.3004911639e+00
4.2313682132e-03  1.3400838842e+00
4.3533516986e-03  1.3796550064e+00
4.4753961452e-03  1.4192032614e+00
4.5975015988e-03  1.4587274125e+00
4.7196681051e-03  1.4982262573e+00
4.8418957099e-03  1.5376986298e+00
4.9641844591e-03  1.5771434008e+00
5.0865343985e-03  1.6165594790e+00
5.2089455742e-03  1.6559458110e+00
5.3314180321e-03  1.6953013818e+00
5.4539518182e-03  1.7346252144e+00
5.5765469786e-03  1.7739163697e+00
5.6992035594e-03  1.8131739459e+00
5.8219216068e-03  1.8523970784e+00
5.9447011670e-03  1.8915849391e+00
6.0675422862e-03  1.9307367354e+00
6.1904450109e-03  1.9698517101e+00
6.3134093872e-03  2.0089291402e+00
6.4364354618e-03  2.0479683366e+00
6.5595232808e-03  2.0869686428e+00
6.6826728910e-03  2.1259294347e+00
6.8058843388e-03  2.1648501193e+00
6.9291576708e-03  2.2037301341e+00
7.0524929336e-03  2.2425689466e+00
7.1758901739e-03  2.2813660529e+00
7.2993494385e-03  2.3201209774e+00
7.4228707741e-03  2.3588332718e+00
7.5464542275e-03  2.3975025146e+00
7.6700998457e-03  2.4361283097e+00
7.7938076755e-03  2.4747102864e+00
7.9175777639e-03  2.5132480983e+00
8.0414101579e-03  2.5517414223e+00
8.1653049046e-03  2.5901899586e+00
8.2892620510e-03  2.6285934293e+00
8.4132816444e-03  2.6669515781e+00
8.5373637318e-03  2.7052641695e+00
8.6615083607e-03  2.7435309880e+00
8.7857155782e-03  2.7817518380e+00
8.9099854318e-03  2.8199265423e+00
9.0343179687e-03  2.8580549423e+00
9.1587132365e-03  2.8961368971e+00
9.2831712827e-03  2.9341722825e+00
9.4076921547e-03  2.9721609912e+00
9.5322759001e-03  3.0101029316e+00
9.6569225667e-03  3.0479980275e+00
9.7816322020e-03  3.0858462176e+00
9.9064048538e-03  3.1236474549e+00
1.0031240570e-02  3.1614017063e+00
1.0156139398e-02  3.1991089518e+00
1.0281101386e-02  3.2367691844e+00
1.0406126582e-02  3.2743824094e+00
1.0531215034e-02  3.3119486439e+00
1.0656366790e-02  3.3494679166e+00
1.0781581897e-02  3.3869402670e+00
1.0906860405e-02  3.4243657453e+00
1.1032202361e-02  3.4617444117e+00
1.1157607813e-02  3.4990763364e+00
1.1283076810e-02  3.5363615986e+00
1.1408609400e-02  3.5736002866e+00
1.1534205632e-02  3.6107924972e+00
1.1659865553e-02  3.6479383356e+00
1.1785589213e-02  3.6850379144e+00
1.1911376659e-02  3.7220913542e+00
1.2037227940e-02  3.7590987823e+00
1.2163143106e-02  3.7960603330e+00
1.2289122203e-02  3.8329761471e+00
1.2415165283e-02  3.8698463714e+00
1.2541272392e-02  3.9066711587e+00
1.2667443580e-02  3.9434506672e+00
1.2793678896e-02  3.9801850605e+00
1.2919978388e-02  4.0168745070e+00
1.3046342106e-02  4.0535191799e+00
1.3172770098e-02  4.0901192569e+00
1.3299262414e-02  4.1266749195e+00
1.3425819102e-02  4.1631863534e+00
1.3552440213e-02  4.1996537478e+00
1.3679125794e-02  4.2360772954e+00
1.3805875896e-02  4.2724571919e+00
1.3932690567e-02  4.3087936360e+00
1.4059569857e-02  4.3450868290e+00
1.4186513816e-02  4.3813369749e+00
1.4313522492e-02  4.4175442796e+00
1.4440595936e-02  4.4537089514e+00
1.4567734196e-02  4.4898312002e+00
1.4694937323e-02  4.5259112376e+00
1.4822205367e-02  4.5619492767e+00
1.4949538375e-02  4.5979455319e+00
1.5076936400e-02  4.6339002185e+00
1.5204399490e-02  4.6698135529e+00
1.5331927695e-02  4.7056857521e+00
1.5459521065e-02  4.7415170338e+00
1.5587179651e-02  4.7773076160e+00
1.5714903501e-02  4.8130577169e+00
1.5842692667e-02  4.8487675548e+00
1.5970547198e-02  4.8844373482e+00
1.6098467144e-02  4.9200673149e+00
1.6226452557e-02  4.9556576729e+00
1.6354503485e-02  4.9912086392e+00
1.6482619979e-02  5.0267204306e+00
1.6610802090e-02  5.0621932629e+00
1.6739049868e-02  5.0976273512e+00
1.6867363364e-02  5.1330229094e+00
1.6995742628e-02  5.1683801505e+00
1.7124187710e-02  5.2036992861e+00
1.7252698661e-02  5.2389805266e+00
1.7381275533e-02  5.2742240808e+00
1.7509918375e-02  5.3094301563e+00
1.7638627239e-02  5.3445989585e+00
1.7767402175e-02  5.3797306916e+00
1.7896243234e-02  5.4148255576e+00
1.8025150468e-02  5.4498837568e+00
